customer id ,year,month,class name,skus viewed,skus added to cart,skus purchased,Revenue generated,year-month
45753,2016,9,Bar Stools,1,0,0,0,9-2016
45753,2016,9,Bedding Sets,5,2,0,0,9-2016
45753,2016,9,Beds,3,0,0,0,9-2016
45753,2016,9,Curtains & Drapes,9,0,0,0,9-2016
45753,2016,9,End Tables,0,0,0,0,9-2016
45753,2016,9,Wall Art,3,0,0,0,9-2016
46114,2016,9,Accent Pillows,1,0,0,0,9-2016
46114,2016,9,Area Rugs,5,0,0,0,9-2016
46114,2016,9,Beds,1,0,0,0,9-2016
48685,2016,9,TV Stands & Entertainment Centers,2,0,0,0,9-2016
49819,2016,9,Accent Pillows,1,0,0,0,9-2016
49819,2016,9,End Tables,1,0,0,0,9-2016
50408,2016,9,Bedding Sets,5,0,0,0,9-2016
52995,2016,9,Area Rugs,0,0,0,0,9-2016
52995,2016,9,TV Stands & Entertainment Centers,0,0,0,0,9-2016
55362,2016,9,Area Rugs,2,0,0,0,9-2016
57354,2016,9,Accent Pillows,5,0,0,0,9-2016
57354,2016,9,Area Rugs,1,0,0,0,9-2016
57354,2016,9,Beds,13,0,0,0,9-2016
58404,2016,9,Accent Pillows,1,0,0,0,9-2016
60027,2016,9,Bedding Sets,1,0,0,0,9-2016
60267,2016,9,Area Rugs,0,0,0,0,9-2016
60267,2016,9,Bar Stools,31,0,0,0,9-2016
60695,2016,9,Area Rugs,1,0,0,0,9-2016
66810,2016,9,Area Rugs,34,13,3,522,9-2016
66810,2016,9,TV Stands & Entertainment Centers,17,2,1,459,9-2016
74044,2016,9,Wall Art,10,0,0,0,9-2016
76070,2016,9,End Tables,1,0,0,0,9-2016
76225,2016,9,Accent Pillows,0,0,0,0,9-2016
76225,2016,9,Bedding Sets,1,0,0,0,9-2016
77302,2016,9,Accent Pillows,1,0,0,0,9-2016
77302,2016,9,Area Rugs,4,0,0,0,9-2016
77302,2016,9,Bedding Sets,1,1,0,0,9-2016
77302,2016,9,Beds,5,0,0,0,9-2016
77302,2016,9,End Tables,1,0,0,0,9-2016
77302,2016,9,TV Stands & Entertainment Centers,5,0,0,0,9-2016
77549,2016,9,Beds,0,0,0,0,9-2016
78428,2016,9,Area Rugs,7,4,1,205,9-2016
78428,2016,9,Wall Art,1,0,0,0,9-2016
87196,2016,9,Area Rugs,4,1,1,384,9-2016
87196,2016,9,Bedding Sets,0,0,0,0,9-2016
92807,2016,9,Beds,16,0,0,0,9-2016
92807,2016,9,End Tables,0,0,0,0,9-2016
94166,2016,9,Area Rugs,1,0,0,0,9-2016
94166,2016,9,Bar Stools,0,0,0,0,9-2016
94166,2016,9,Curtains & Drapes,1,0,0,0,9-2016
101562,2016,9,Bar Stools,2,0,0,0,9-2016
102247,2016,9,Accent Pillows,1,1,0,0,9-2016
102705,2016,9,Bedding Sets,1,0,0,0,9-2016
102705,2016,9,Sheets And Sheet Sets,7,0,0,0,9-2016
114756,2016,9,Area Rugs,1,0,0,0,9-2016
115997,2016,9,Area Rugs,1,0,0,0,9-2016
115997,2016,9,Bedding Sets,10,0,0,0,9-2016
115997,2016,9,Wall Art,2,0,0,0,9-2016
116654,2016,9,Bar Stools,3,0,0,0,9-2016
116654,2016,9,End Tables,1,0,0,0,9-2016
119974,2016,9,Beds,2,0,0,0,9-2016
119974,2016,9,End Tables,4,1,0,0,9-2016
119974,2016,9,Wall Art,0,0,0,0,9-2016
130071,2016,9,Bedding Sets,1,0,0,0,9-2016
133193,2016,9,Bedding Sets,2,0,0,0,9-2016
134248,2016,9,Area Rugs,1,0,0,0,9-2016
134248,2016,9,Beds,0,0,0,0,9-2016
134248,2016,9,Wall Art,1,0,0,0,9-2016
137615,2016,9,Wall Art,2,0,0,0,9-2016
140295,2016,9,Accent Pillows,0,0,0,0,9-2016
140295,2016,9,Beds,9,0,0,0,9-2016
140939,2016,9,Accent Pillows,0,0,0,0,9-2016
148109,2016,9,Wall Art,1,0,0,0,9-2016
148110,2016,9,Bar Stools,2,0,0,0,9-2016
148110,2016,9,Curtains & Drapes,2,0,0,0,9-2016
148110,2016,9,TV Stands & Entertainment Centers,2,0,0,0,9-2016
148280,2016,9,Area Rugs,3,0,0,0,9-2016
148548,2016,9,Curtains & Drapes,0,0,0,0,9-2016
179045,2016,9,Accent Pillows,0,0,0,0,9-2016
179045,2016,9,Bedding Sets,1,0,0,0,9-2016
179045,2016,9,End Tables,3,0,0,0,9-2016
179280,2016,9,Area Rugs,1,0,0,0,9-2016
179280,2016,9,Wall Art,1,0,0,0,9-2016
179816,2016,9,TV Stands & Entertainment Centers,2,0,0,0,9-2016
179816,2016,9,Wall Art,1,0,0,0,9-2016
189324,2016,9,End Tables,3,0,0,0,9-2016
189685,2016,9,Accent Pillows,4,1,0,0,9-2016
189685,2016,9,Area Rugs,35,0,0,0,9-2016
189685,2016,9,Bedding Sets,1,0,0,0,9-2016
189685,2016,9,Beds,2,0,0,0,9-2016
189685,2016,9,Curtains & Drapes,1,0,0,0,9-2016
189685,2016,9,End Tables,4,0,0,0,9-2016
189685,2016,9,TV Stands & Entertainment Centers,0,0,0,0,9-2016
189685,2016,9,Wall Art,5,0,0,0,9-2016
190397,2016,9,Area Rugs,5,0,0,0,9-2016
190397,2016,9,Bar Stools,3,0,0,0,9-2016
199764,2016,9,Bar Stools,0,0,0,0,9-2016
199764,2016,9,Curtains & Drapes,0,0,0,0,9-2016
201882,2016,9,Accent Pillows,0,0,0,0,9-2016
203757,2016,9,Bedding Sets,2,0,0,0,9-2016
208268,2016,9,Area Rugs,5,1,0,0,9-2016
216996,2016,9,Area Rugs,6,0,0,0,9-2016
216996,2016,9,Bar Stools,1,0,0,0,9-2016
216996,2016,9,Beds,60,4,0,0,9-2016
219860,2016,9,Area Rugs,0,0,0,0,9-2016
221456,2016,9,Area Rugs,1,0,0,0,9-2016
230107,2016,9,Beds,6,0,0,0,9-2016
230107,2016,9,Curtains & Drapes,1,0,0,0,9-2016
234239,2016,9,Bar Stools,2,0,0,0,9-2016
243833,2016,9,Beds,0,0,0,0,9-2016
245175,2016,9,Accent Pillows,1,0,0,0,9-2016
245175,2016,9,Area Rugs,5,0,0,0,9-2016
248086,2016,9,Wall Art,1,0,0,0,9-2016
250475,2016,9,Area Rugs,15,0,0,0,9-2016
250475,2016,9,TV Stands & Entertainment Centers,1,0,0,0,9-2016
261900,2016,9,Bedding Sets,1,0,0,0,9-2016
262657,2016,9,Curtains & Drapes,0,0,0,0,9-2016
263872,2016,9,Area Rugs,1,0,0,0,9-2016
279059,2016,9,Bar Stools,0,0,0,0,9-2016
279227,2016,9,Bar Stools,1,0,0,0,9-2016
285670,2016,9,Area Rugs,23,2,0,0,9-2016
301396,2016,9,Accent Pillows,5,0,0,0,9-2016
301396,2016,9,Area Rugs,14,0,0,0,9-2016
313346,2016,9,Accent Pillows,0,0,0,0,9-2016
313346,2016,9,Area Rugs,6,4,0,0,9-2016
313346,2016,9,Bar Stools,20,0,0,0,9-2016
313346,2016,9,Bedding Sets,8,0,0,0,9-2016
313346,2016,9,Beds,3,0,0,0,9-2016
313346,2016,9,Wall Art,2,0,0,0,9-2016
315341,2016,9,Beds,1,0,0,0,9-2016
323284,2016,9,Beds,1,0,0,0,9-2016
325378,2016,9,Bar Stools,14,1,1,147,9-2016
337835,2016,9,TV Stands & Entertainment Centers,2,0,0,0,9-2016
338260,2016,9,Beds,1,0,0,0,9-2016
338260,2016,9,Curtains & Drapes,0,0,0,0,9-2016
338260,2016,9,Wall Art,2,0,0,0,9-2016
342613,2016,9,Accent Pillows,2,1,0,0,9-2016
358485,2016,9,TV Stands & Entertainment Centers,2,0,0,0,9-2016
364018,2016,9,Beds,1,0,0,0,9-2016
365808,2016,9,TV Stands & Entertainment Centers,10,0,0,0,9-2016
371541,2016,9,Bedding Sets,2,1,0,0,9-2016
382232,2016,9,End Tables,4,3,1,142,9-2016
382362,2016,9,Area Rugs,9,0,0,0,9-2016
382362,2016,9,End Tables,4,0,0,0,9-2016
382633,2016,9,TV Stands & Entertainment Centers,4,0,0,0,9-2016
382923,2016,9,Curtains & Drapes,1,0,0,0,9-2016
387611,2016,9,Accent Pillows,13,2,0,0,9-2016
387611,2016,9,Area Rugs,187,6,0,0,9-2016
387611,2016,9,Bar Stools,40,1,0,0,9-2016
387611,2016,9,Bedding Sets,83,1,0,0,9-2016
387611,2016,9,Beds,109,3,0,0,9-2016
387611,2016,9,Curtains & Drapes,11,0,0,0,9-2016
387611,2016,9,End Tables,41,0,0,0,9-2016
387611,2016,9,Sheets And Sheet Sets,5,0,0,0,9-2016
387611,2016,9,TV Stands & Entertainment Centers,67,1,0,0,9-2016
387611,2016,9,Wall Art,31,0,0,0,9-2016
397746,2016,9,Area Rugs,1,0,0,0,9-2016
397746,2016,9,End Tables,1,0,0,0,9-2016
401599,2016,9,Accent Pillows,1,0,0,0,9-2016
401599,2016,9,Area Rugs,1,0,0,0,9-2016
401599,2016,9,Bedding Sets,1,0,0,0,9-2016
401599,2016,9,Beds,9,0,0,0,9-2016
401599,2016,9,End Tables,2,0,0,0,9-2016
401599,2016,9,Wall Art,0,0,0,0,9-2016
406022,2016,9,Area Rugs,5,0,0,0,9-2016
411524,2016,9,Bedding Sets,21,1,0,0,9-2016
411524,2016,9,Beds,4,0,0,0,9-2016
411524,2016,9,End Tables,2,0,0,0,9-2016
418714,2016,9,End Tables,1,0,0,0,9-2016
421086,2016,9,Area Rugs,6,0,0,0,9-2016
425417,2016,9,Area Rugs,3,0,0,0,9-2016
425417,2016,9,Bedding Sets,0,0,0,0,9-2016
425417,2016,9,Curtains & Drapes,0,0,0,0,9-2016
446254,2016,9,Beds,1,0,0,0,9-2016
450580,2016,9,Area Rugs,3,0,0,0,9-2016
454170,2016,9,Area Rugs,1,0,0,0,9-2016
457498,2016,9,Bar Stools,5,4,1,114,9-2016
462121,2016,9,Sheets And Sheet Sets,3,0,0,0,9-2016
465765,2016,9,Area Rugs,3,0,0,0,9-2016
465765,2016,9,Beds,2,0,0,0,9-2016
465765,2016,9,Curtains & Drapes,0,0,0,0,9-2016
465765,2016,9,Wall Art,6,0,0,0,9-2016
473455,2016,9,Area Rugs,4,0,0,0,9-2016
475041,2016,9,TV Stands & Entertainment Centers,18,0,0,0,9-2016
479547,2016,9,Accent Pillows,198,17,0,0,9-2016
479547,2016,9,Area Rugs,911,78,0,0,9-2016
479547,2016,9,Bar Stools,206,13,0,0,9-2016
479547,2016,9,Bedding Sets,489,20,0,0,9-2016
479547,2016,9,Beds,658,37,1,271,9-2016
479547,2016,9,Curtains & Drapes,215,5,0,0,9-2016
479547,2016,9,End Tables,295,20,0,0,9-2016
479547,2016,9,Sheets And Sheet Sets,20,5,0,0,9-2016
479547,2016,9,TV Stands & Entertainment Centers,159,6,0,0,9-2016
479547,2016,9,Wall Art,226,20,0,0,9-2016
483072,2016,9,Beds,0,0,0,0,9-2016
494190,2016,9,Accent Pillows,0,0,0,0,9-2016
494653,2016,9,Bar Stools,1,0,0,0,9-2016
496726,2016,9,Bar Stools,13,0,0,0,9-2016
497303,2016,9,Area Rugs,0,0,0,0,9-2016
506901,2016,9,Area Rugs,1,0,0,0,9-2016
527077,2016,9,Bar Stools,27,0,0,0,9-2016
527077,2016,9,Bedding Sets,1,0,0,0,9-2016
532079,2016,9,Area Rugs,3,1,0,0,9-2016
535417,2016,9,Bedding Sets,1,0,0,0,9-2016
535417,2016,9,Wall Art,1,0,0,0,9-2016
542192,2016,9,Area Rugs,63,8,2,236,9-2016
542292,2016,9,Accent Pillows,11,0,0,0,9-2016
559010,2016,9,Area Rugs,7,2,0,0,9-2016
564089,2016,9,Sheets And Sheet Sets,4,2,1,367,9-2016
564656,2016,9,Area Rugs,2,0,0,0,9-2016
564656,2016,9,Bedding Sets,1,1,0,0,9-2016
564656,2016,9,Sheets And Sheet Sets,1,1,0,0,9-2016
573977,2016,9,Area Rugs,2,0,0,0,9-2016
576620,2016,9,Wall Art,0,0,0,0,9-2016
595168,2016,9,End Tables,1,0,0,0,9-2016
598101,2016,9,TV Stands & Entertainment Centers,2,0,0,0,9-2016
601153,2016,9,Wall Art,1,0,0,0,9-2016
603805,2016,9,Beds,1,0,0,0,9-2016
606724,2016,9,Bar Stools,2,1,0,0,9-2016
610138,2016,9,Area Rugs,5,0,0,0,9-2016
610138,2016,9,Wall Art,1,0,0,0,9-2016
614025,2016,9,Beds,0,0,0,0,9-2016
614517,2016,9,Wall Art,1,0,0,0,9-2016
635007,2016,9,Area Rugs,0,0,0,0,9-2016
635559,2016,9,Wall Art,2,0,0,0,9-2016
645036,2016,9,Accent Pillows,1,0,0,0,9-2016
645036,2016,9,Area Rugs,8,2,0,0,9-2016
645036,2016,9,Curtains & Drapes,2,0,0,0,9-2016
645036,2016,9,Wall Art,1,0,0,0,9-2016
658570,2016,9,Beds,3,2,0,0,9-2016
678036,2016,9,Area Rugs,10,1,1,109,9-2016
678036,2016,9,Bar Stools,0,0,0,0,9-2016
703085,2016,9,TV Stands & Entertainment Centers,1,0,0,0,9-2016
728461,2016,9,Accent Pillows,3,0,0,0,9-2016
728461,2016,9,End Tables,0,0,0,0,9-2016
737037,2016,9,Bar Stools,1,0,0,0,9-2016
750595,2016,9,Bedding Sets,5,0,0,0,9-2016
785492,2016,9,End Tables,1,0,0,0,9-2016
785492,2016,9,Sheets And Sheet Sets,1,1,1,281,9-2016
792385,2016,9,Area Rugs,1,0,0,0,9-2016
792385,2016,9,Bedding Sets,0,0,0,0,9-2016
792385,2016,9,End Tables,3,0,0,0,9-2016
792385,2016,9,TV Stands & Entertainment Centers,8,0,0,0,9-2016
792385,2016,9,Wall Art,22,0,0,0,9-2016
796854,2016,9,Accent Pillows,1,0,0,0,9-2016
796854,2016,9,Area Rugs,0,0,0,0,9-2016
796854,2016,9,Bedding Sets,3,0,0,0,9-2016
796854,2016,9,Beds,0,0,0,0,9-2016
796854,2016,9,TV Stands & Entertainment Centers,17,0,0,0,9-2016
796854,2016,9,Wall Art,5,0,0,0,9-2016
797747,2016,9,Bedding Sets,0,0,0,0,9-2016
813934,2016,9,Wall Art,7,0,0,0,9-2016
822626,2016,9,Area Rugs,7,0,0,0,9-2016
835830,2016,9,Bedding Sets,3,0,0,0,9-2016
847825,2016,9,Area Rugs,27,0,0,0,9-2016
847825,2016,9,Bedding Sets,0,0,0,0,9-2016
871150,2016,9,Area Rugs,2,0,0,0,9-2016
890342,2016,9,Area Rugs,3,0,0,0,9-2016
890697,2016,9,Area Rugs,1,0,0,0,9-2016
890697,2016,9,Curtains & Drapes,7,0,0,0,9-2016
890697,2016,9,End Tables,10,0,0,0,9-2016
890697,2016,9,TV Stands & Entertainment Centers,1,0,0,0,9-2016
890697,2016,9,Wall Art,3,0,0,0,9-2016
900790,2016,9,Area Rugs,15,0,0,0,9-2016
900790,2016,9,End Tables,9,1,0,0,9-2016
900790,2016,9,Sheets And Sheet Sets,1,0,0,0,9-2016
913909,2016,9,Wall Art,2,0,0,0,9-2016
925598,2016,9,Area Rugs,3,0,0,0,9-2016
925598,2016,9,Bedding Sets,2,0,0,0,9-2016
925598,2016,9,Beds,40,3,0,0,9-2016
925598,2016,9,Sheets And Sheet Sets,6,2,0,0,9-2016
925598,2016,9,TV Stands & Entertainment Centers,1,0,0,0,9-2016
925598,2016,9,Wall Art,6,0,0,0,9-2016
938184,2016,9,Bar Stools,1,0,0,0,9-2016
944932,2016,9,End Tables,5,0,0,0,9-2016
954823,2016,9,Accent Pillows,1,0,0,0,9-2016
954823,2016,9,Area Rugs,2,0,0,0,9-2016
954823,2016,9,Bedding Sets,8,0,0,0,9-2016
954823,2016,9,End Tables,4,0,0,0,9-2016
954823,2016,9,Wall Art,2,0,0,0,9-2016
956648,2016,9,Area Rugs,30,0,0,0,9-2016
957267,2016,9,Curtains & Drapes,3,0,0,0,9-2016
960413,2016,9,Sheets And Sheet Sets,1,0,0,0,9-2016
966009,2016,9,Bedding Sets,0,0,0,0,9-2016
973812,2016,9,Wall Art,1,0,0,0,9-2016
997423,2016,9,Accent Pillows,1,0,0,0,9-2016
997423,2016,9,Area Rugs,6,0,0,0,9-2016
1002757,2016,9,Area Rugs,27,0,0,0,9-2016
1002757,2016,9,Bar Stools,1,0,0,0,9-2016
1008902,2016,9,Beds,2,0,0,0,9-2016
1008902,2016,9,Curtains & Drapes,2,0,0,0,9-2016
1011904,2016,9,Wall Art,1,0,0,0,9-2016
1028267,2016,9,Wall Art,1,0,0,0,9-2016
1032847,2016,9,Curtains & Drapes,11,0,0,0,9-2016
1046179,2016,9,Area Rugs,6,0,0,0,9-2016
1046179,2016,9,TV Stands & Entertainment Centers,7,1,0,0,9-2016
1047582,2016,9,Bedding Sets,2,0,0,0,9-2016
1047582,2016,9,Sheets And Sheet Sets,3,0,0,0,9-2016
1048073,2016,9,Bar Stools,3,0,0,0,9-2016
1050290,2016,9,Accent Pillows,0,0,0,0,9-2016
1051252,2016,9,Area Rugs,1,0,0,0,9-2016
1067197,2016,9,Wall Art,2,1,0,0,9-2016
1067508,2016,9,Area Rugs,2,1,1,186,9-2016
1067508,2016,9,Bar Stools,1,0,0,0,9-2016
1068232,2016,9,Area Rugs,6,0,0,0,9-2016
1068232,2016,9,Bedding Sets,0,0,0,0,9-2016
1068232,2016,9,Beds,6,0,0,0,9-2016
1068232,2016,9,Wall Art,1,0,0,0,9-2016
1070029,2016,9,Accent Pillows,15,0,0,0,9-2016
1070029,2016,9,Area Rugs,3,0,0,0,9-2016
1070029,2016,9,Wall Art,3,0,0,0,9-2016
1074220,2016,9,Bedding Sets,4,0,0,0,9-2016
1104834,2016,9,Area Rugs,1,1,0,0,9-2016
1117060,2016,9,Area Rugs,1,0,0,0,9-2016
1119585,2016,9,Area Rugs,1,0,0,0,9-2016
1119585,2016,9,Bedding Sets,1,0,0,0,9-2016
1119710,2016,9,Curtains & Drapes,13,0,0,0,9-2016
1119710,2016,9,TV Stands & Entertainment Centers,9,0,0,0,9-2016
1128979,2016,9,Bar Stools,8,0,0,0,9-2016
1128979,2016,9,Beds,6,0,0,0,9-2016
1128979,2016,9,End Tables,2,0,0,0,9-2016
1128979,2016,9,Sheets And Sheet Sets,3,0,0,0,9-2016
1151070,2016,9,Bedding Sets,0,0,0,0,9-2016
1155758,2016,9,Bedding Sets,2,0,0,0,9-2016
1155758,2016,9,Curtains & Drapes,2,0,0,0,9-2016
1194938,2016,9,Bar Stools,5,0,0,0,9-2016
1196726,2016,9,Area Rugs,3,0,0,0,9-2016
1200417,2016,9,Wall Art,0,0,0,0,9-2016
21,2016,10,Accent Pillows,1,0,0,0,10-2016
21,2016,10,Area Rugs,14,3,0,0,10-2016
21,2016,10,Bar Stools,303,1,0,0,10-2016
21,2016,10,Bedding Sets,1,0,0,0,10-2016
21,2016,10,Beds,3,1,0,0,10-2016
21,2016,10,TV Stands & Entertainment Centers,1,0,0,0,10-2016
21,2016,10,Wall Art,10,0,0,0,10-2016
546,2016,10,Beds,0,0,0,0,10-2016
3302,2016,10,Area Rugs,1,1,0,0,10-2016
3302,2016,10,Bar Stools,1,0,0,0,10-2016
4777,2016,10,TV Stands & Entertainment Centers,5,0,0,0,10-2016
4777,2016,10,Wall Art,0,0,0,0,10-2016
7411,2016,10,Sheets And Sheet Sets,1,0,0,0,10-2016
8125,2016,10,Area Rugs,18,0,0,0,10-2016
8125,2016,10,Bedding Sets,4,0,0,0,10-2016
8125,2016,10,Beds,26,0,0,0,10-2016
8125,2016,10,Curtains & Drapes,0,0,0,0,10-2016
8125,2016,10,End Tables,1,0,0,0,10-2016
8125,2016,10,TV Stands & Entertainment Centers,2,0,0,0,10-2016
8125,2016,10,Wall Art,2,0,0,0,10-2016
8471,2016,10,Accent Pillows,1,0,0,0,10-2016
8471,2016,10,Area Rugs,2,0,0,0,10-2016
8471,2016,10,Wall Art,9,0,0,0,10-2016
8683,2016,10,Area Rugs,1,0,0,0,10-2016
8683,2016,10,Bedding Sets,2,0,0,0,10-2016
8683,2016,10,Curtains & Drapes,0,0,0,0,10-2016
9279,2016,10,Area Rugs,7,0,0,0,10-2016
9279,2016,10,Bedding Sets,2,0,0,0,10-2016
9279,2016,10,Beds,13,0,0,0,10-2016
11146,2016,10,End Tables,3,0,0,0,10-2016
11409,2016,10,Wall Art,6,2,2,168,10-2016
15006,2016,10,Area Rugs,23,3,0,0,10-2016
15006,2016,10,Bedding Sets,0,0,0,0,10-2016
15006,2016,10,Beds,1,0,0,0,10-2016
15006,2016,10,Curtains & Drapes,2,0,0,0,10-2016
15006,2016,10,End Tables,7,0,0,0,10-2016
15006,2016,10,TV Stands & Entertainment Centers,4,0,0,0,10-2016
15006,2016,10,Wall Art,1,0,0,0,10-2016
18756,2016,10,Area Rugs,0,0,0,0,10-2016
18756,2016,10,Bar Stools,0,0,0,0,10-2016
21067,2016,10,Accent Pillows,3,0,0,0,10-2016
21067,2016,10,Bedding Sets,9,1,0,0,10-2016
21067,2016,10,End Tables,5,0,0,0,10-2016
21067,2016,10,Wall Art,2,0,0,0,10-2016
25021,2016,10,Bedding Sets,0,0,0,0,10-2016
25021,2016,10,Beds,1,0,0,0,10-2016
27850,2016,10,End Tables,3,0,0,0,10-2016
27850,2016,10,TV Stands & Entertainment Centers,2,0,0,0,10-2016
30692,2016,10,Area Rugs,6,1,0,0,10-2016
30692,2016,10,Bar Stools,1,0,0,0,10-2016
30692,2016,10,TV Stands & Entertainment Centers,7,1,0,0,10-2016
30835,2016,10,Bedding Sets,0,0,0,0,10-2016
30835,2016,10,Sheets And Sheet Sets,1,0,0,0,10-2016
30835,2016,10,TV Stands & Entertainment Centers,9,0,0,0,10-2016
31200,2016,10,Beds,1,0,0,0,10-2016
32365,2016,10,Bar Stools,0,0,0,0,10-2016
34842,2016,10,Area Rugs,1,0,0,0,10-2016
39472,2016,10,Bar Stools,0,0,0,0,10-2016
40935,2016,10,Beds,3,0,0,0,10-2016
41696,2016,10,Curtains & Drapes,1,0,0,0,10-2016
45753,2016,10,Area Rugs,2,0,0,0,10-2016
45753,2016,10,Bar Stools,1,0,0,0,10-2016
45753,2016,10,Bedding Sets,1,0,0,0,10-2016
45753,2016,10,Beds,6,0,0,0,10-2016
45753,2016,10,End Tables,6,0,0,0,10-2016
45753,2016,10,TV Stands & Entertainment Centers,3,0,0,0,10-2016
45753,2016,10,Wall Art,5,0,0,0,10-2016
46114,2016,10,Area Rugs,8,0,0,0,10-2016
46956,2016,10,Area Rugs,0,0,0,0,10-2016
46956,2016,10,Bedding Sets,0,0,0,0,10-2016
49819,2016,10,Bedding Sets,1,0,0,0,10-2016
50408,2016,10,Bedding Sets,16,3,1,70,10-2016
52995,2016,10,Area Rugs,26,0,0,0,10-2016
52995,2016,10,Bar Stools,6,0,0,0,10-2016
52995,2016,10,Wall Art,13,0,0,0,10-2016
57354,2016,10,Accent Pillows,1,1,1,21,10-2016
58404,2016,10,Sheets And Sheet Sets,1,0,0,0,10-2016
60027,2016,10,Area Rugs,4,0,0,0,10-2016
60267,2016,10,Bar Stools,2,0,0,0,10-2016
63391,2016,10,Bedding Sets,3,0,0,0,10-2016
63391,2016,10,End Tables,1,0,0,0,10-2016
63391,2016,10,Wall Art,3,0,0,0,10-2016
63602,2016,10,Beds,1,0,0,0,10-2016
66810,2016,10,End Tables,0,0,0,0,10-2016
67151,2016,10,Bedding Sets,6,0,0,0,10-2016
69342,2016,10,Bar Stools,6,0,0,0,10-2016
69342,2016,10,Bedding Sets,4,0,0,0,10-2016
69984,2016,10,Area Rugs,229,2,0,0,10-2016
70469,2016,10,End Tables,4,3,1,175,10-2016
75364,2016,10,Bedding Sets,3,0,0,0,10-2016
76070,2016,10,Bar Stools,0,0,0,0,10-2016
77302,2016,10,Area Rugs,1,0,0,0,10-2016
77302,2016,10,Sheets And Sheet Sets,1,0,0,0,10-2016
77549,2016,10,Beds,5,0,0,0,10-2016
77549,2016,10,Sheets And Sheet Sets,0,0,0,0,10-2016
92807,2016,10,Area Rugs,3,0,0,0,10-2016
94166,2016,10,Accent Pillows,4,0,0,0,10-2016
94166,2016,10,Area Rugs,5,0,0,0,10-2016
94166,2016,10,Bar Stools,4,0,0,0,10-2016
94166,2016,10,Bedding Sets,6,0,0,0,10-2016
94166,2016,10,Beds,1,0,0,0,10-2016
94166,2016,10,End Tables,6,0,0,0,10-2016
